locus_tag,WT.INPUT,WT.RHIZO,WT.GIFU,WT.NFR5,WT.COL0,NS.INPUT,NS.RHIZO,NS.GIFU,NS.NFR5,NS.COL0
R7A2020_23690,0.072,0.146,0.085,0.07,0.07,0.077,0.152,0.083,0.079,0.069
R7A2020_23695,0.065,0.132,0.068,0.06,0.059,0.056,0.123,0.064,0.058,0.056
R7A2020_23700,0.058,0.106,0.06,0.049,0.052,0.069,0.112,0.063,0.063,0.045
R7A2020_23705,0.082,0.126,0.072,0.054,0.063,0.073,0.148,0.075,0.071,0.062
R7A2020_23710,0.013,0.026,0.026,0.013,0,0.013,0.013,0,0.013,0.013
R7A2020_23715,0.002,0.008,0.001,0.003,0.006,0.001,0.003,0.001,0,0.003
R7A2020_23720,0.055,0.102,0.052,0.057,0.055,0.069,0.143,0.073,0.068,0.067
R7A2020_23725,0.051,0.086,0.06,0.024,0.04,0.049,0.113,0.046,0.062,0.04
R7A2020_23730,0.103,0.144,0.074,0.082,0.066,0.091,0.148,0.062,0.058,0.066
R7A2020_23735,0.057,0.103,0.048,0.057,0.048,0.057,0.123,0.044,0.064,0.066
R7A2020_23740,0.058,0.103,0.057,0.049,0.048,0.067,0.128,0.066,0.076,0.06
R7A2020_23745,0.045,0.092,0.045,0.039,0.044,0.053,0.107,0.05,0.046,0.046
R7A2020_23750,0.031,0.073,0.031,0.027,0.035,0.044,0.091,0.027,0.053,0.027
R7A2020_23755,0.051,0.067,0.044,0.038,0.035,0.044,0.06,0.035,0.041,0.019
R7A2020_23760,0.051,0.087,0.047,0.045,0.034,0.053,0.096,0.045,0.044,0.041
R7A2020_23765,0.035,0.075,0.042,0.035,0.038,0.033,0.08,0.04,0.042,0.016
R7A2020_23770,0.044,0.087,0.044,0.034,0.047,0.056,0.072,0.038,0.029,0.023
R7A2020_23775,0.051,0.106,0.053,0.047,0.044,0.046,0.098,0.046,0.048,0.04
R7A2020_23780,0.059,0.098,0.05,0.044,0.036,0.064,0.111,0.063,0.051,0.043
R7A2020_23785,0.055,0.109,0.06,0.06,0.048,0.063,0.096,0.059,0.047,0.044
R7A2020_23790,0.061,0.079,0.044,0.035,0.026,0.053,0.096,0.031,0.066,0.044
R7A2020_23795,0.052,0.065,0.034,0.021,0.024,0.045,0.062,0.038,0.021,0.027
R7A2020_23800,0.052,0.067,0.037,0.015,0.015,0.03,0.082,0.037,0.03,0.022
R7A2020_23805,0.036,0.096,0.066,0.036,0.042,0.072,0.132,0.066,0.048,0.06
R7A2020_23810,0.066,0.105,0.055,0.041,0.054,0.069,0.12,0.066,0.052,0.052
R7A2020_23815,0.068,0.121,0.058,0.058,0.052,0.066,0.15,0.071,0.079,0.069
R7A2020_23820,0.079,0.118,0.069,0.061,0.065,0.047,0.128,0.063,0.067,0.043
R7A2020_23825,0.009,0.01,0.003,0.006,0.001,0.018,0.011,0.004,0,0.007
R7A2020_23830,0.029,0.066,0.044,0.015,0.022,0.015,0.058,0.022,0.036,0.029
R7A2020_23835,0.035,0.073,0.033,0.031,0.029,0.044,0.066,0.027,0.029,0.031
R7A2020_23840,0,0,0,0,0,0,0,0,0,0
R7A2020_23845,0.081,0.139,0.079,0.052,0.061,0.084,0.133,0.075,0.065,0.051
R7A2020_23850,0.07,0.147,0.07,0.071,0.071,0.083,0.133,0.072,0.064,0.056
R7A2020_23855,0.067,0.123,0.065,0.063,0.059,0.073,0.126,0.068,0.059,0.051
R7A2020_23860,0.058,0.111,0.06,0.054,0.047,0.07,0.122,0.06,0.054,0.053
R7A2020_23865,0.001,0.002,0.001,0.001,0,0.001,0.003,0.001,0.002,0.001
R7A2020_23870,0.049,0.049,0.02,0.039,0,0.049,0.039,0.029,0.029,0.029
R7A2020_23875,0.06,0.108,0.064,0.049,0.049,0.063,0.114,0.061,0.053,0.041
R7A2020_23880,0.06,0.089,0.05,0.042,0.04,0.069,0.102,0.044,0.049,0.037
R7A2020_23885,0.045,0.077,0.031,0.047,0.038,0.071,0.099,0.047,0.049,0.038
R7A2020_23890,0.055,0.096,0.044,0.039,0.043,0.06,0.1,0.047,0.053,0.039
R7A2020_23895,0.06,0.053,0.018,0.04,0.013,0.063,0.075,0.045,0.02,0.03
R7A2020_23900,0.043,0.055,0.021,0.016,0.025,0.041,0.039,0.014,0.013,0.017
R7A2020_23905,0.032,0.05,0.024,0.019,0.011,0.026,0.048,0.019,0.021,0.019
R7A2020_23910,0.056,0.102,0.05,0.049,0.045,0.061,0.107,0.044,0.047,0.053
R7A2020_23915,0.032,0.061,0.021,0.019,0.04,0.051,0.07,0.029,0.029,0.032
R7A2020_23920,0.044,0.068,0.026,0.031,0.031,0.045,0.085,0.031,0.046,0.032
R7A2020_23925,0.051,0.101,0.035,0.042,0.055,0.056,0.093,0.048,0.053,0.051
R7A2020_23930,0,0.004,0,0.004,0.004,0,0.004,0.004,0,0.004
R7A2020_23935,0.049,0.06,0.032,0.02,0.02,0.023,0.06,0.02,0.02,0.034
R7A2020_23940,0.037,0.065,0.024,0.028,0.033,0.029,0.05,0.02,0.021,0.016
R7A2020_23945,0.042,0.084,0.042,0.036,0.029,0.051,0.09,0.039,0.035,0.038
R7A2020_23950,0.061,0.123,0.062,0.065,0.059,0.063,0.096,0.051,0.056,0.038
R7A2020_23955,0.041,0.097,0.053,0.031,0.04,0.039,0.07,0.039,0.034,0.017
R7A2020_23960,0.063,0.111,0.057,0.058,0.055,0.068,0.107,0.054,0.057,0.036
R7A2020_23965,0.071,0.115,0.069,0.041,0.05,0.063,0.135,0.065,0.06,0.045
R7A2020_23970,0.073,0.124,0.061,0.064,0.054,0.067,0.119,0.058,0.058,0.051
R7A2020_23975,0.076,0.152,0.091,0.071,0.058,0.087,0.131,0.068,0.067,0.053
R7A2020_23980,0.057,0.102,0.047,0.044,0.044,0.044,0.095,0.034,0.049,0.04
R7A2020_23985,0.066,0.111,0.064,0.056,0.044,0.069,0.114,0.056,0.055,0.05
R7A2020_23990,0.054,0.109,0.044,0.047,0.044,0.041,0.096,0.04,0.037,0.043
R7A2020_23995,0.074,0.147,0.087,0.064,0.054,0.058,0.143,0.076,0.078,0.045
R7A2020_24000,0.047,0.088,0.044,0.037,0.039,0.043,0.09,0.041,0.043,0.037
R7A2020_24005,0.064,0.113,0.069,0.044,0.044,0.056,0.11,0.044,0.058,0.041
R7A2020_24010,0.048,0.091,0.061,0.036,0.036,0.052,0.108,0.055,0.049,0.043
R7A2020_24015,0.057,0.119,0.047,0.051,0.051,0.064,0.1,0.046,0.044,0.037
R7A2020_24020,0.065,0.124,0.058,0.065,0.056,0.069,0.143,0.072,0.073,0.056
R7A2020_24025,0.055,0.095,0.049,0.045,0.042,0.069,0.111,0.056,0.054,0.049
R7A2020_24030,0.07,0.149,0.082,0.082,0.058,0.1,0.153,0.086,0.09,0.052
R7A2020_24035,0.045,0.093,0.058,0.041,0.043,0.066,0.14,0.07,0.064,0.056
R7A2020_24040,0.072,0.145,0.053,0.087,0.048,0.053,0.126,0.077,0.048,0.058
R7A2020_24045,0.068,0.137,0.081,0.056,0.052,0.065,0.124,0.05,0.066,0.048
R7A2020_24050,0.044,0.084,0.044,0.051,0.04,0.081,0.108,0.047,0.047,0.04
R7A2020_24055,0.026,0.016,0.006,0.007,0.006,0.022,0.033,0.012,0.019,0.013
R7A2020_24060,0.007,0.008,0.005,0.002,0.003,0.013,0.01,0.003,0.003,0.005
R7A2020_24065,0.02,0.027,0.014,0.007,0.007,0.02,0.048,0.003,0.024,0.024
R7A2020_24070,0,0,0,0,0,0.003,0,0,0,0
R7A2020_24075,0.025,0.055,0.036,0.028,0.014,0.041,0.036,0.014,0.014,0.011
R7A2020_24080,0.048,0.073,0.026,0.045,0.029,0.038,0.099,0.051,0.032,0.042
R7A2020_24085,0.069,0.126,0.074,0.063,0.057,0.074,0.132,0.068,0.071,0.058
R7A2020_24090,0.041,0.067,0.032,0.032,0.041,0.056,0.075,0.037,0.037,0.028
R7A2020_24095,0.06,0.099,0.045,0.057,0.033,0.096,0.111,0.048,0.054,0.045
R7A2020_24100,0.062,0.105,0.043,0.045,0.055,0.053,0.116,0.058,0.052,0.052
R7A2020_24105,0.07,0.088,0.053,0.045,0.051,0.08,0.134,0.078,0.051,0.075
R7A2020_24110,0.004,0.016,0.004,0.002,0.01,0.01,0.002,0,0.002,0
R7A2020_24115,0.076,0.117,0.073,0.056,0.075,0.091,0.139,0.068,0.08,0.071
R7A2020_24120,0.103,0.15,0.082,0.082,0.078,0.098,0.18,0.105,0.094,0.08
R7A2020_24125,0.077,0.146,0.085,0.065,0.073,0.099,0.172,0.085,0.099,0.075
R7A2020_24130,0.069,0.13,0.052,0.072,0.062,0.088,0.168,0.082,0.085,0.065
R7A2020_24135,0.08,0.152,0.084,0.078,0.069,0.096,0.147,0.077,0.068,0.074
R7A2020_24140,0.075,0.165,0.113,0.079,0.064,0.102,0.162,0.094,0.06,0.079
R7A2020_24145,0.078,0.148,0.073,0.077,0.07,0.09,0.155,0.09,0.08,0.056
R7A2020_24150,0.101,0.161,0.083,0.086,0.072,0.08,0.154,0.08,0.087,0.059
R7A2020_24155,0.098,0.171,0.089,0.076,0.078,0.092,0.158,0.074,0.089,0.072
R7A2020_24160,0.061,0.127,0.064,0.041,0.051,0.07,0.106,0.058,0.056,0.035
R7A2020_24165,0.059,0.122,0.053,0.067,0.053,0.063,0.124,0.061,0.057,0.045
R7A2020_24170,0.077,0.139,0.07,0.067,0.074,0.09,0.152,0.071,0.079,0.068
R7A2020_24175,0.082,0.126,0.054,0.062,0.073,0.09,0.139,0.064,0.074,0.062
R7A2020_24180,0.059,0.093,0.038,0.038,0.043,0.064,0.123,0.066,0.058,0.048
R7A2020_24185,0.062,0.074,0.032,0.037,0.03,0.042,0.087,0.04,0.037,0.032
R7A2020_24190,0.058,0.099,0.049,0.047,0.053,0.062,0.11,0.06,0.046,0.045
R7A2020_24195,0.076,0.136,0.062,0.069,0.068,0.076,0.146,0.063,0.085,0.057
R7A2020_24200,0.056,0.112,0.053,0.048,0.054,0.079,0.119,0.055,0.055,0.052
R7A2020_24205,0.06,0.078,0.034,0.036,0.038,0.062,0.113,0.058,0.072,0.05
R7A2020_24210,0.062,0.109,0.065,0.047,0.053,0.067,0.098,0.042,0.04,0.043
R7A2020_24215,0.105,0.149,0.084,0.087,0.071,0.099,0.171,0.091,0.092,0.067
R7A2020_24220,0.043,0.085,0.041,0.041,0.037,0.053,0.092,0.044,0.043,0.036
R7A2020_24225,0.051,0.109,0.06,0.055,0.055,0.069,0.124,0.066,0.066,0.057
R7A2020_24230,0.066,0.1,0.045,0.049,0.044,0.059,0.112,0.049,0.058,0.05
R7A2020_24235,0.068,0.127,0.058,0.064,0.058,0.065,0.122,0.061,0.05,0.052
R7A2020_24240,0.045,0.076,0.033,0.042,0.031,0.064,0.104,0.053,0.05,0.033
R7A2020_24245,0,0.015,0,0,0.015,0.015,0.045,0.015,0,0.03
R7A2020_24250,0.038,0.058,0.021,0.029,0.017,0.013,0.025,0.008,0.017,0.013
R7A2020_24255,0.066,0.099,0.038,0.055,0.033,0.022,0.077,0.027,0.027,0.033
R7A2020_24260,0.073,0.111,0.06,0.054,0.06,0.054,0.122,0.06,0.068,0.068
R7A2020_24265,0.058,0.105,0.065,0.044,0.041,0.082,0.15,0.071,0.068,0.065
R7A2020_24270,0.063,0.112,0.068,0.054,0.048,0.068,0.113,0.052,0.066,0.04
R7A2020_24275,0.068,0.114,0.064,0.057,0.045,0.072,0.135,0.057,0.06,0.065
R7A2020_24280,0.057,0.117,0.051,0.051,0.05,0.075,0.107,0.048,0.056,0.046
R7A2020_24285,0.073,0.101,0.062,0.045,0.046,0.074,0.124,0.06,0.07,0.048
R7A2020_24290,0.026,0.084,0.034,0.045,0.024,0.026,0.058,0.031,0.024,0.016
R7A2020_24295,0.067,0.116,0.061,0.051,0.041,0.054,0.11,0.053,0.056,0.039
R7A2020_24300,0.048,0.094,0.05,0.043,0.044,0.062,0.11,0.053,0.053,0.048
R7A2020_24305,0.069,0.122,0.062,0.062,0.056,0.075,0.115,0.059,0.062,0.055
R7A2020_24310,0.001,0.001,0,0,0.001,0.004,0.001,0,0,0.001
R7A2020_24315,0.059,0.084,0.038,0.038,0.037,0.049,0.085,0.034,0.037,0.04
R7A2020_24320,0.043,0.068,0.032,0.03,0.028,0.036,0.095,0.041,0.039,0.038
R7A2020_24325,0.013,0.014,0.004,0.006,0.007,0.015,0.021,0.008,0.004,0.01
R7A2020_24330,0.065,0.108,0.058,0.043,0.049,0.077,0.127,0.061,0.064,0.05
R7A2020_24335,0.059,0.114,0.065,0.059,0.044,0.059,0.113,0.062,0.045,0.047
R7A2020_24340,0.066,0.13,0.073,0.058,0.054,0.074,0.122,0.062,0.059,0.05
R7A2020_24345,0.065,0.122,0.069,0.057,0.06,0.079,0.13,0.072,0.069,0.048
R7A2020_24350,0.057,0.094,0.047,0.036,0.045,0.061,0.095,0.04,0.05,0.037
R7A2020_24355,0.068,0.121,0.06,0.031,0.06,0.071,0.142,0.092,0.076,0.047
R7A2020_24360,0.053,0.109,0.046,0.042,0.056,0.07,0.108,0.047,0.055,0.051
R7A2020_24365,0,0,0,0,0,0,0,0,0,0
R7A2020_24370,0.033,0.047,0.012,0.019,0.024,0.039,0.04,0.01,0.015,0.019
R7A2020_24375,0.053,0.115,0.064,0.045,0.056,0.058,0.109,0.048,0.055,0.047
R7A2020_24380,0.039,0.1,0.049,0.044,0.047,0.044,0.099,0.03,0.045,0.049
R7A2020_24385,0.04,0.084,0.036,0.038,0.04,0.052,0.097,0.046,0.05,0.033
R7A2020_24390,0.067,0.139,0.079,0.067,0.064,0.083,0.138,0.067,0.076,0.065
R7A2020_24395,0.051,0.09,0.056,0.043,0.041,0.058,0.111,0.053,0.062,0.047
R7A2020_24400,0.041,0.082,0.04,0.038,0.026,0.048,0.087,0.04,0.045,0.034
R7A2020_24405,0.035,0.074,0.032,0.037,0.032,0.032,0.082,0.038,0.033,0.029
R7A2020_24410,0.043,0.073,0.039,0.026,0.034,0.048,0.078,0.035,0.039,0.037
R7A2020_24415,0.027,0.047,0.024,0.016,0.016,0.031,0.062,0.018,0.033,0.022
R7A2020_24420,0.022,0.06,0.04,0.02,0.017,0.023,0.075,0.027,0.035,0.025
R7A2020_24425,0.034,0.046,0.02,0.021,0.022,0.029,0.049,0.023,0.026,0.014
R7A2020_24430,0.011,0.026,0.009,0.009,0.009,0.026,0.026,0.004,0.011,0.013
R7A2020_24435,0.094,0.136,0.064,0.068,0.06,0.029,0.074,0.029,0.034,0.029
R7A2020_24440,0.026,0.051,0.022,0.022,0.023,0.026,0.057,0.026,0.023,0.025
R7A2020_24445,0.01,0.02,0.009,0.007,0.006,0.018,0.033,0.014,0.01,0.013
R7A2020_24450,0.014,0.032,0.017,0.009,0.015,0.018,0.036,0.01,0.02,0.013
R7A2020_24455,0.035,0.058,0.023,0.029,0.024,0.027,0.072,0.034,0.035,0.025
R7A2020_24460,0.023,0.042,0.022,0.021,0.01,0.045,0.059,0.024,0.027,0.017
R7A2020_24465,0.023,0.054,0.026,0.025,0.02,0.034,0.065,0.028,0.032,0.034
R7A2020_24470,0.02,0.05,0.017,0.025,0.02,0.034,0.084,0.037,0.032,0.035
R7A2020_24475,0.017,0.032,0.011,0.014,0.014,0.016,0.041,0.016,0.014,0.019
R7A2020_24480,0.004,0.007,0.003,0,0.004,0.012,0.007,0.001,0.001,0.004
R7A2020_24485,0.037,0.074,0.035,0.033,0.037,0.057,0.097,0.038,0.047,0.047
R7A2020_24490,0.002,0.011,0.002,0.004,0.004,0.013,0.009,0.002,0.004,0.002
R7A2020_24495,0.032,0.055,0.028,0.024,0.032,0.037,0.081,0.035,0.041,0.036
R7A2020_24500,0.047,0.082,0.038,0.045,0.034,0.056,0.111,0.048,0.061,0.038
R7A2020_24505,0.052,0.085,0.046,0.052,0.04,0.05,0.099,0.048,0.062,0.034
R7A2020_24510,0.099,0.145,0.079,0.07,0.061,0.102,0.163,0.096,0.078,0.068
R7A2020_24515,0.05,0.101,0.051,0.049,0.046,0.047,0.103,0.054,0.054,0.033
R7A2020_24520,0.055,0.12,0.055,0.065,0.047,0.061,0.122,0.07,0.058,0.049
R7A2020_24525,0.065,0.111,0.066,0.038,0.049,0.061,0.119,0.058,0.057,0.048
R7A2020_24530,0.072,0.136,0.072,0.066,0.063,0.093,0.139,0.069,0.062,0.07
R7A2020_24535,0.057,0.1,0.057,0.051,0.041,0.06,0.101,0.05,0.051,0.034
R7A2020_24540,0.054,0.107,0.058,0.042,0.049,0.056,0.112,0.063,0.056,0.046
R7A2020_24545,0.049,0.096,0.037,0.046,0.034,0.064,0.12,0.048,0.063,0.034
R7A2020_24550,0.057,0.115,0.06,0.056,0.049,0.074,0.116,0.058,0.054,0.051
R7A2020_24555,0.039,0.049,0.026,0.007,0.016,0.026,0.056,0.026,0.023,0.02
R7A2020_24560,0.069,0.142,0.072,0.06,0.069,0.057,0.127,0.06,0.075,0.045
R7A2020_24565,0.052,0.087,0.051,0.037,0.037,0.04,0.081,0.025,0.03,0.049
R7A2020_24570,0.076,0.089,0.047,0.039,0.034,0.09,0.08,0.043,0.032,0.031
R7A2020_24575,0.034,0.065,0.041,0.031,0.031,0.065,0.095,0.051,0.041,0.044
R7A2020_24580,0.015,0.062,0.015,0.015,0.046,0,0.015,0.015,0,0
R7A2020_24585,0.045,0.097,0.047,0.042,0.03,0.047,0.097,0.06,0.03,0.04
R7A2020_24590,0.047,0.079,0.037,0.03,0.031,0.072,0.115,0.058,0.056,0.041
R7A2020_24595,0.013,0.019,0.008,0.008,0.005,0.013,0.011,0.002,0.005,0.005
R7A2020_24600,0.002,0.002,0.002,0.002,0,0,0,0,0,0
R7A2020_24605,0.082,0.147,0.072,0.078,0.073,0.081,0.164,0.083,0.076,0.067
R7A2020_24610,0.068,0.112,0.073,0.051,0.051,0.077,0.136,0.07,0.068,0.061
R7A2020_24615,0,0,0,0,0,0,0,0,0,0
R7A2020_24620,0.058,0.111,0.058,0.053,0.048,0.055,0.114,0.053,0.058,0.055
R7A2020_24625,0.063,0.098,0.048,0.04,0.042,0.066,0.119,0.055,0.071,0.029
R7A2020_24630,0.002,0.001,0,0.001,0,0.002,0,0,0,0
R7A2020_24635,0.098,0.145,0.079,0.064,0.064,0.103,0.176,0.094,0.085,0.07
R7A2020_24640,0.057,0.138,0.069,0.084,0.051,0.073,0.145,0.077,0.059,0.065
R7A2020_24645,0,0,0,0,0,0.001,0,0,0,0
R7A2020_24650,0.039,0.091,0.035,0.048,0.046,0.052,0.092,0.039,0.05,0.037
R7A2020_24655,0.057,0.086,0.049,0.044,0.023,0.076,0.108,0.051,0.055,0.041
R7A2020_24660,0.058,0.095,0.056,0.051,0.046,0.044,0.109,0.066,0.054,0.054
R7A2020_24665,0.054,0.103,0.044,0.052,0.039,0.064,0.103,0.049,0.049,0.039
R7A2020_24670,0.062,0.102,0.054,0.048,0.054,0.074,0.122,0.048,0.056,0.072
R7A2020_24675,0.004,0.013,0.004,0.004,0.004,0.009,0.015,0.007,0.007,0.004
R7A2020_24680,0,0,0,0,0,0.004,0,0,0,0
R7A2020_24685,0,0,0,0,0,0,0,0,0,0
R7A2020_24690,0.042,0.053,0.03,0.019,0.019,0.048,0.064,0.033,0.02,0.03
R7A2020_24695,0.055,0.109,0.052,0.052,0.045,0.052,0.097,0.061,0.052,0.042
R7A2020_24700,0.057,0.081,0.043,0.036,0.048,0.057,0.11,0.05,0.043,0.048
R7A2020_24705,0.048,0.076,0.035,0.029,0.043,0.049,0.071,0.031,0.028,0.028
R7A2020_24710,0.033,0.061,0.037,0.022,0.03,0.048,0.063,0.03,0.03,0.028
R7A2020_24715,0.064,0.135,0.071,0.057,0.071,0.064,0.085,0.021,0.035,0.043
R7A2020_24720,0.02,0.044,0.014,0.015,0.022,0.036,0.063,0.03,0.025,0.026
R7A2020_24725,0.029,0.047,0.029,0.015,0.021,0.038,0.065,0.035,0.026,0.027
R7A2020_24730,0.063,0.075,0.045,0.032,0.041,0.065,0.093,0.054,0.043,0.04
R7A2020_24735,0,0.002,0.002,0,0.002,0.002,0.006,0,0.002,0.004
R7A2020_24740,0.078,0.142,0.07,0.065,0.079,0.076,0.165,0.089,0.088,0.056
R7A2020_24745,0.068,0.148,0.076,0.059,0.059,0.076,0.144,0.051,0.072,0.076
R7A2020_24750,0.057,0.103,0.049,0.049,0.045,0.063,0.096,0.039,0.056,0.037
R7A2020_24755,0.039,0.094,0.052,0.034,0.056,0.06,0.107,0.052,0.073,0.039
R7A2020_24760,0.064,0.115,0.067,0.051,0.051,0.07,0.131,0.05,0.067,0.058
R7A2020_24765,0.075,0.12,0.061,0.062,0.064,0.1,0.155,0.075,0.08,0.067
R7A2020_24770,0.077,0.115,0.06,0.063,0.049,0.088,0.127,0.054,0.071,0.066
R7A2020_24775,0.053,0.079,0.05,0.044,0.029,0.082,0.103,0.053,0.071,0.035
R7A2020_24780,0.036,0.064,0.028,0.04,0.02,0.036,0.1,0.052,0.048,0.032
R7A2020_24785,0.002,0,0,0,0,0,0,0,0,0
R7A2020_24790,0.056,0.089,0.052,0.04,0.041,0.061,0.112,0.042,0.055,0.059
R7A2020_24795,0.061,0.127,0.053,0.044,0.066,0.066,0.075,0.053,0.026,0.031
R7A2020_24800,0.014,0.023,0,0.009,0.019,0.019,0.019,0.005,0.014,0.005
R7A2020_24805,0.076,0.136,0.08,0.062,0.079,0.103,0.169,0.106,0.09,0.07
R7A2020_24810,0.053,0.105,0.05,0.054,0.046,0.049,0.09,0.044,0.051,0.036
R7A2020_24815,0.052,0.1,0.057,0.04,0.05,0.069,0.116,0.058,0.062,0.056
R7A2020_24820,0.01,0.015,0.01,0.004,0.002,0.017,0.023,0.006,0.004,0.013
R7A2020_24825,0.106,0.179,0.108,0.09,0.103,0.105,0.184,0.101,0.096,0.085
R7A2020_24830,0.082,0.188,0.115,0.104,0.093,0.097,0.162,0.102,0.102,0.074
R7A2020_24835,0.071,0.157,0.076,0.071,0.081,0.081,0.15,0.072,0.077,0.066
R7A2020_24840,0.039,0.001,0,0,0.001,0.045,0.005,0.002,0.001,0.002
R7A2020_24845,0.05,0.072,0.036,0.036,0.014,0.045,0.077,0.045,0.014,0.032
R7A2020_24850,0.06,0.106,0.048,0.052,0.038,0.06,0.11,0.058,0.05,0.03
R7A2020_24855,0,0,0,0,0,0,0,0,0,0
R7A2020_24860,0.057,0.099,0.051,0.047,0.044,0.075,0.129,0.066,0.059,0.054
R7A2020_24865,0.08,0.128,0.057,0.066,0.062,0.08,0.149,0.069,0.082,0.064
R7A2020_24870,0.015,0.004,0,0,0.004,0.021,0.002,0,0,0.002
R7A2020_24875,0.051,0.114,0.069,0.044,0.058,0.083,0.123,0.069,0.055,0.051
R7A2020_24880,0.068,0.122,0.063,0.053,0.061,0.092,0.156,0.082,0.072,0.067
R7A2020_24885,0.079,0.113,0.079,0.054,0.049,0.089,0.172,0.089,0.064,0.094
R7A2020_24890,0.094,0.146,0.083,0.072,0.068,0.082,0.151,0.083,0.088,0.065
R7A2020_24895,0.091,0.052,0.014,0.021,0.023,0.085,0.042,0.017,0.015,0.018
R7A2020_24900,0.05,0.1,0.052,0.034,0.039,0.052,0.11,0.052,0.05,0.05
R7A2020_24905,0.08,0.133,0.071,0.064,0.062,0.08,0.143,0.081,0.063,0.068
R7A2020_24910,0.007,0.005,0.002,0.001,0.004,0.007,0.007,0.002,0.005,0.002
R7A2020_24915,0.058,0.095,0.05,0.046,0.025,0.066,0.126,0.048,0.072,0.048
R7A2020_24920,0.042,0.025,0.002,0.004,0.018,0.052,0.025,0.002,0,0.024
R7A2020_24925,0.002,0.002,0,0,0.002,0.002,0.001,0,0,0.001
R7A2020_24930,0.088,0.135,0.079,0.085,0.067,0.076,0.146,0.088,0.07,0.073
R7A2020_24935,0.09,0.117,0.072,0.057,0.072,0.084,0.163,0.078,0.102,0.072
R7A2020_24940,0.045,0.073,0.028,0.031,0.031,0.038,0.073,0.035,0.042,0.021
R7A2020_24945,0,0.001,0.001,0,0,0.001,0,0,0,0
R7A2020_24950,0.001,0,0,0,0,0,0,0,0,0
R7A2020_24955,0.081,0.142,0.064,0.081,0.046,0.084,0.127,0.069,0.064,0.053
R7A2020_24960,0.053,0.087,0.044,0.041,0.043,0.068,0.105,0.046,0.056,0.048
R7A2020_24965,0.078,0.126,0.072,0.061,0.059,0.107,0.203,0.104,0.102,0.086
R7A2020_24970,0.083,0.164,0.087,0.083,0.093,0.111,0.16,0.099,0.091,0.053
R7A2020_24975,0.06,0.128,0.075,0.056,0.056,0.102,0.177,0.093,0.093,0.067
R7A2020_24980,0,0,0,0,0,0,0.001,0,0,0.001
R7A2020_24985,0.099,0.161,0.078,0.115,0.073,0.109,0.172,0.094,0.078,0.078
R7A2020_24990,0.094,0.173,0.086,0.106,0.085,0.112,0.165,0.094,0.082,0.058
R7A2020_24995,0.066,0.146,0.079,0.074,0.071,0.074,0.133,0.077,0.077,0.06
R7A2020_25000,0.057,0.069,0.044,0.031,0.031,0.038,0.119,0.063,0.025,0.063
R7A2020_25005,0.001,0,0,0,0,0,0,0,0,0
R7A2020_25010,0.039,0.082,0.039,0.037,0.032,0.067,0.077,0.024,0.039,0.043
R7A2020_25015,0.086,0.137,0.063,0.069,0.061,0.078,0.141,0.078,0.066,0.059
R7A2020_25020,0.058,0.078,0.04,0.044,0.036,0.073,0.109,0.033,0.06,0.058
R7A2020_25025,0.057,0.121,0.067,0.063,0.051,0.069,0.134,0.063,0.068,0.044
R7A2020_25030,0.057,0.098,0.049,0.039,0.054,0.078,0.133,0.076,0.079,0.054
R7A2020_25035,0.002,0.007,0.007,0.002,0.002,0.01,0.012,0.005,0.007,0.005
R7A2020_25040,0,0,0,0,0,0.002,0.006,0,0.002,0.006
R7A2020_25045,0,0,0,0,0,0,0,0,0,0
R7A2020_25050,0,0,0,0,0,0,0,0,0,0
R7A2020_25055,0.023,0.034,0.009,0.017,0.014,0.034,0.034,0.011,0.014,0.014
R7A2020_25060,0.05,0.078,0.035,0.029,0.037,0.047,0.075,0.033,0.029,0.031
R7A2020_25065,0.101,0.166,0.093,0.071,0.085,0.111,0.18,0.081,0.106,0.083
R7A2020_25070,0.081,0.128,0.07,0.068,0.081,0.088,0.139,0.068,0.079,0.065
R7A2020_25075,0,0,0,0,0,0,0,0,0,0
R7A2020_25080,0.042,0.078,0.032,0.032,0.039,0.032,0.081,0.025,0.044,0.026
R7A2020_25085,0.049,0.089,0.047,0.042,0.038,0.058,0.091,0.043,0.038,0.047
R7A2020_25090,0.04,0.072,0.032,0.027,0.037,0.056,0.087,0.035,0.043,0.036
R7A2020_25095,0.035,0.079,0.034,0.028,0.036,0.04,0.079,0.029,0.04,0.035
R7A2020_25100,0.063,0.116,0.048,0.037,0.058,0.069,0.085,0.058,0.026,0.032
R7A2020_25105,0.077,0.121,0.074,0.054,0.062,0.073,0.146,0.067,0.072,0.069
R7A2020_25110,0.054,0.097,0.05,0.049,0.057,0.066,0.124,0.068,0.064,0.037
R7A2020_25115,0.061,0.12,0.097,0.042,0.049,0.081,0.155,0.074,0.071,0.068
R7A2020_25120,0.074,0.121,0.074,0.054,0.044,0.037,0.084,0.037,0.037,0.027
R7A2020_25125,0.033,0.106,0.056,0.033,0.056,0.076,0.123,0.05,0.076,0.07
R7A2020_25130,0.053,0.073,0.038,0.032,0.025,0.047,0.085,0.033,0.047,0.035
R7A2020_25135,0.048,0.063,0.03,0.022,0.019,0.03,0.048,0.019,0.026,0.033
R7A2020_25140,0.054,0.101,0.053,0.039,0.045,0.061,0.097,0.053,0.052,0.043
R7A2020_25145,0.085,0.123,0.052,0.058,0.064,0.064,0.139,0.066,0.056,0.05
