locus_tag	ins_index.NSES	ins_index.WTES
R7A2020_24005	0.183	0.154
R7A2020_24010	0.149	0.133
R7A2020_24015	0.147	0.144
R7A2020_24020	0.176	0.175
R7A2020_24025	0.172	0.145
R7A2020_24030	0.219	0.167
R7A2020_24035	0.151	0.144
R7A2020_24040	0.155	0.130
R7A2020_24045	0.158	0.145
R7A2020_24050	0.168	0.104
R7A2020_24055	0.078	0.058
R7A2020_24060	0.048	0.024
R7A2020_24065	0.092	0.102
R7A2020_24070	0.005	0.000
R7A2020_24075	0.110	0.080
R7A2020_24080	0.118	0.118
R7A2020_24085	0.184	0.159
R7A2020_24090	0.110	0.071
R7A2020_24095	0.169	0.163
R7A2020_24100	0.141	0.150
R7A2020_24105	0.142	0.158
R7A2020_24110	0.033	0.020
R7A2020_24115	0.188	0.168
R7A2020_24120	0.205	0.210
R7A2020_24125	0.224	0.194
R7A2020_24130	0.204	0.202
R7A2020_24135	0.237	0.194
R7A2020_24140	0.222	0.199
R7A2020_24145	0.205	0.182
R7A2020_24150	0.200	0.208
R7A2020_24155	0.207	0.235
R7A2020_24160	0.168	0.154
R7A2020_24165	0.162	0.145
R7A2020_24170	0.204	0.185
R7A2020_24175	0.192	0.165
R7A2020_24180	0.158	0.153
R7A2020_24185	0.097	0.111
R7A2020_24190	0.153	0.135
R7A2020_24195	0.194	0.167
R7A2020_24200	0.176	0.135
R7A2020_24205	0.145	0.135
R7A2020_24210	0.158	0.149
R7A2020_24215	0.212	0.201
R7A2020_24220	0.134	0.132
R7A2020_24225	0.148	0.129
R7A2020_24230	0.165	0.154
R7A2020_24235	0.158	0.162
R7A2020_24240	0.146	0.121
R7A2020_24245	0.030	0.000
R7A2020_24250	0.063	0.092
R7A2020_24250	0.063	0.092
R7A2020_24255	0.137	0.115
R7A2020_24260	0.144	0.160
R7A2020_24265	0.184	0.153
R7A2020_24270	0.155	0.150
R7A2020_24275	0.172	0.140
R7A2020_24280	0.146	0.131
R7A2020_24285	0.175	0.157
R7A2020_24290	0.089	0.089
R7A2020_24295	0.167	0.174
R7A2020_24300	0.167	0.138
R7A2020_24305	0.176	0.164
R7A2020_24310	0.013	0.004
R7A2020_24315	0.135	0.142
R7A2020_24320	0.118	0.131
R7A2020_24325	0.045	0.049
R7A2020_24325	0.045	0.049
R7A2020_24325	0.045	0.049
R7A2020_24330	0.192	0.161
R7A2020_24335	0.150	0.155
R7A2020_24340	0.184	0.162
R7A2020_24345	0.186	0.159
R7A2020_24350	0.167	0.150
R7A2020_24355	0.202	0.168
R7A2020_24360	0.169	0.148
R7A2020_24365	0.000	0.000
R7A2020_24370	0.092	0.074
R7A2020_24375	0.116	0.120
R7A2020_24380	0.097	0.104
R7A2020_24385	0.124	0.118
R7A2020_24390	0.188	0.159
R7A2020_24395	0.165	0.137
R7A2020_24400	0.140	0.130
R7A2020_24405	0.122	0.119
R7A2020_24410	0.146	0.134
R7A2020_24415	0.114	0.077
R7A2020_24420	0.087	0.087
R7A2020_24425	0.082	0.079
R7A2020_24430	0.068	0.055
R7A2020_24435	0.090	0.215
R7A2020_24440	0.086	0.076
R7A2020_24445	0.060	0.040
R7A2020_24450	0.059	0.050
R7A2020_24455	0.095	0.106
R7A2020_24460	0.098	0.089
R7A2020_24465	0.112	0.085
R7A2020_24470	0.106	0.065
R7A2020_24475	0.073	0.055
R7A2020_24475	0.073	0.055
R7A2020_24480	0.037	0.031
R7A2020_24485	0.146	0.113
R7A2020_24490	0.051	0.026
R7A2020_24490	0.051	0.026
R7A2020_24495	0.112	0.104
R7A2020_24500	0.145	0.118
R7A2020_24505	0.131	0.131
R7A2020_24510	0.220	0.195
R7A2020_24515	0.140	0.123
R7A2020_24520	0.178	0.157
R7A2020_24525	0.160	0.167
R7A2020_24530	0.212	0.164
R7A2020_24535	0.178	0.134
R7A2020_24540	0.160	0.166
R7A2020_24545	0.164	0.127
R7A2020_24550	0.188	0.146
R7A2020_24555	0.072	0.089
R7A2020_24560	0.166	0.199
R7A2020_24565	0.113	0.121
R7A2020_24570	0.202	0.167
R7A2020_24575	0.139	0.116
R7A2020_24580	0.046	0.046
R7A2020_24585	0.127	0.122
R7A2020_24590	0.164	0.137
R7A2020_24595	0.027	0.016
R7A2020_24600	0.007	0.005
R7A2020_24605	0.193	0.177
R7A2020_24610	0.182	0.161
R7A2020_24615	0.004	0.000
R7A2020_24620	0.148	0.124
R7A2020_24625	0.159	0.143
R7A2020_24630	0.002	0.005
R7A2020_24635	0.207	0.205
R7A2020_24640	0.183	0.145
R7A2020_24645	0.009	0.009
R7A2020_24650	0.123	0.102
R7A2020_24655	0.164	0.128
R7A2020_24660	0.148	0.129
R7A2020_24665	0.152	0.130
R7A2020_24670	0.167	0.135
R7A2020_24675	0.031	0.024
R7A2020_24680	0.005	0.000
R7A2020_24685	0.000	0.000
R7A2020_24690	0.101	0.090
R7A2020_24695	0.121	0.109
R7A2020_24700	0.138	0.122
R7A2020_24705	0.120	0.104
R7A2020_24710	0.104	0.106
R7A2020_24715	0.149	0.113
R7A2020_24720	0.080	0.056
R7A2020_24725	0.084	0.068
R7A2020_24730	0.126	0.131
R7A2020_24735	0.013	0.025
R7A2020_24740	0.193	0.181
R7A2020_24745	0.220	0.195
R7A2020_24750	0.154	0.131
R7A2020_24755	0.120	0.116
R7A2020_24760	0.169	0.152
R7A2020_24765	0.189	0.166
R7A2020_24770	0.183	0.169
R7A2020_24775	0.179	0.135
R7A2020_24780	0.100	0.096
R7A2020_24785	0.002	0.006
R7A2020_24790	0.147	0.133
R7A2020_24795	0.140	0.149
R7A2020_24800	0.084	0.047
R7A2020_24805	0.213	0.186
R7A2020_24810	0.106	0.109
R7A2020_24815	0.172	0.139
R7A2020_24820	0.067	0.042
R7A2020_24820	0.067	0.042
R7A2020_24825	0.228	0.213
R7A2020_24830	0.206	0.182
R7A2020_24835	0.193	0.176
R7A2020_24840	0.101	0.089
R7A2020_24845	0.135	0.131
R7A2020_24850	0.170	0.134
R7A2020_24855	0.001	0.001
R7A2020_24860	0.157	0.126
R7A2020_24865	0.181	0.158
R7A2020_24870	0.053	0.059
R7A2020_24870	0.053	0.059
R7A2020_24875	0.179	0.167
R7A2020_24880	0.193	0.162
R7A2020_24885	0.212	0.202
R7A2020_24890	0.187	0.175
R7A2020_24895	0.170	0.161
R7A2020_24900	0.139	0.140
R7A2020_24905	0.168	0.169
R7A2020_24910	0.010	0.016
R7A2020_24915	0.155	0.112
R7A2020_24920	0.135	0.116
R7A2020_24925	0.005	0.002
R7A2020_24930	0.181	0.161
R7A2020_24935	0.214	0.175
R7A2020_24940	0.094	0.101
R7A2020_24945	0.002	0.001
R7A2020_24950	0.000	0.002
R7A2020_24955	0.209	0.176
R7A2020_24960	0.156	0.132
R7A2020_24965	0.206	0.179
R7A2020_24970	0.209	0.217
R7A2020_24975	0.207	0.182
R7A2020_24980	0.001	0.000
R7A2020_24985	0.234	0.208
R7A2020_24990	0.243	0.201
R7A2020_24995	0.167	0.172
R7A2020_25000	0.164	0.107
R7A2020_25005	0.001	0.001
R7A2020_25010	0.170	0.135
R7A2020_25015	0.183	0.189
R7A2020_25020	0.149	0.124
R7A2020_25025	0.145	0.152
R7A2020_25030	0.153	0.150
R7A2020_25035	0.017	0.010
R7A2020_25040	0.006	0.010
R7A2020_25045	0.000	0.000
R7A2020_25050	0.000	0.000
R7A2020_25055	0.072	0.069
R7A2020_25060	0.125	0.121
R7A2020_25065	0.229	0.229
R7A2020_25070	0.196	0.178
R7A2020_25075	0.002	0.000
R7A2020_25080	0.118	0.109
R7A2020_25085	0.141	0.115
R7A2020_25090	0.133	0.114
R7A2020_25095	0.133	0.123
R7A2020_25100	0.164	0.159
R7A2020_25105	0.151	0.181
R7A2020_25110	0.172	0.152
R7A2020_25115	0.220	0.165
R7A2020_25120	0.138	0.168
R7A2020_25125	0.179	0.139
R7A2020_25130	0.137	0.143
R7A2020_25135	0.089	0.089
R7A2020_25140	0.140	0.113
R7A2020_25145	0.177	0.160
R7A2020_25150	0.132	0.148
R7A2020_25155	0.126	0.149
R7A2020_25160	0.143	0.175
R7A2020_25165	0.132	0.119
R7A2020_25170	0.125	0.128
R7A2020_25175	0.145	0.147
R7A2020_25180	0.154	0.110
R7A2020_25185	0.097	0.083
R7A2020_25190	0.151	0.127
R7A2020_25195	0.118	0.127
R7A2020_25200	0.146	0.111
R7A2020_25205	0.157	0.174
R7A2020_25210	0.183	0.117
R7A2020_25215	0.172	0.173
R7A2020_25220	0.175	0.132
R7A2020_25225	0.135	0.142
R7A2020_25230	0.162	0.140
R7A2020_25235	0.048	0.056
R7A2020_25235	0.048	0.056
R7A2020_25235	0.048	0.056
R7A2020_25240	0.181	0.186
R7A2020_25245	0.163	0.160
R7A2020_25250	0.207	0.196
R7A2020_25255	0.163	0.142
R7A2020_25260	0.154	0.110
R7A2020_25265	0.181	0.170
R7A2020_25270	0.148	0.144
R7A2020_25275	0.146	0.142
R7A2020_25280	0.132	0.116
R7A2020_25285	0.163	0.151
R7A2020_25290	0.182	0.181
R7A2020_25295	0.134	0.150
R7A2020_25300	0.129	0.140
R7A2020_25305	0.130	0.100
R7A2020_25310	0.028	0.024
R7A2020_25315	0.031	0.017
R7A2020_25320	0.079	0.057
R7A2020_25325	0.060	0.049
R7A2020_25330	0.055	0.048
R7A2020_25330	0.055	0.048
R7A2020_25335	0.121	0.126
R7A2020_25340	0.117	0.109
R7A2020_25345	0.127	0.088
R7A2020_25350	0.121	0.111
R7A2020_25355	0.159	0.154
R7A2020_25360	0.115	0.118
R7A2020_25365	0.161	0.145
R7A2020_25370	0.131	0.124
R7A2020_25375	0.152	0.147
R7A2020_25380	0.120	0.145
R7A2020_25385	0.103	0.108
R7A2020_25390	0.122	0.150
R7A2020_25395	0.176	0.183
R7A2020_25400	0.130	0.109
R7A2020_25405	0.117	0.113
R7A2020_25410	0.157	0.147
R7A2020_25415	0.135	0.146
R7A2020_25420	0.128	0.105
R7A2020_25425	0.144	0.100
R7A2020_25430	0.136	0.130
R7A2020_25435	0.122	0.146
R7A2020_25440	0.151	0.142
R7A2020_25445	0.140	0.110
R7A2020_25450	0.143	0.136
R7A2020_25455	0.137	0.159
R7A2020_25460	0.128	0.129
R7A2020_25465	0.151	0.149
R7A2020_25470	0.129	0.115
R7A2020_25475	0.155	0.145
R7A2020_25480	0.152	0.147
R7A2020_25485	0.069	0.087
R7A2020_25490	0.203	0.194
R7A2020_25495	0.168	0.128
R7A2020_25500	0.162	0.161
R7A2020_25505	0.165	0.150
R7A2020_25510	0.126	0.120
R7A2020_25515	0.173	0.149
R7A2020_25520	0.128	0.134
R7A2020_25525	0.181	0.182
R7A2020_25530	0.144	0.124
R7A2020_25535	0.176	0.178
R7A2020_25540	0.141	0.146
R7A2020_25545	0.134	0.171
R7A2020_25550	0.172	0.164
R7A2020_25555	0.151	0.108
R7A2020_25560	0.161	0.175
R7A2020_25565	0.111	0.119
R7A2020_25570	0.119	0.149
R7A2020_25575	0.147	0.149
R7A2020_25580	0.147	0.159
R7A2020_25585	0.148	0.140
R7A2020_25590	0.184	0.157
R7A2020_25595	0.174	0.175
R7A2020_25600	0.149	0.147
R7A2020_25605	0.149	0.149
R7A2020_25610	0.097	0.093
R7A2020_25615	0.116	0.118
R7A2020_25620	0.130	0.142
R7A2020_25625	0.086	0.089
R7A2020_25630	0.158	0.143
R7A2020_25635	0.162	0.162
R7A2020_25640	0.137	0.127
R7A2020_25645	0.174	0.161
R7A2020_25650	0.129	0.124
R7A2020_25655	0.139	0.128
R7A2020_25660	0.138	0.145
R7A2020_25665	0.161	0.150
R7A2020_25670	0.169	0.158
R7A2020_25675	0.118	0.119
R7A2020_25680	0.177	0.131
R7A2020_25685	0.079	0.105
R7A2020_25690	0.141	0.146
R7A2020_25695	0.146	0.153
R7A2020_25700	0.154	0.137
R7A2020_25705	0.192	0.169
R7A2020_25710	0.179	0.178
R7A2020_25715	0.113	0.113
R7A2020_25720	0.159	0.132
R7A2020_25725	0.170	0.172
R7A2020_25730	0.153	0.171
R7A2020_25735	0.147	0.149
R7A2020_25740	0.161	0.167
R7A2020_25745	0.160	0.163
R7A2020_25750	0.151	0.146
R7A2020_25755	0.108	0.114
R7A2020_25760	0.132	0.144
R7A2020_25765	0.134	0.136
R7A2020_25770	0.149	0.157
R7A2020_25775	0.173	0.165
R7A2020_25780	0.148	0.143
R7A2020_25785	0.114	0.113
R7A2020_25790	0.178	0.156
R7A2020_25795	0.134	0.125
R7A2020_25800	0.136	0.136
R7A2020_25805	0.093	0.114
R7A2020_25810	0.139	0.089
R7A2020_25815	0.130	0.114
R7A2020_25820	0.131	0.126
R7A2020_25825	0.158	0.135
R7A2020_25830	0.169	0.157
R7A2020_25835	0.134	0.122
R7A2020_25840	0.134	0.147
R7A2020_25845	0.152	0.137
R7A2020_25850	0.136	0.132
R7A2020_25855	0.161	0.138
R7A2020_25860	0.179	0.176
R7A2020_25865	0.154	0.161
R7A2020_25870	0.158	0.127
R7A2020_25875	0.145	0.152
R7A2020_25880	0.149	0.137
R7A2020_25885	0.130	0.109
R7A2020_25890	0.115	0.124
R7A2020_25895	0.129	0.142
R7A2020_25900	0.146	0.141
R7A2020_25905	0.133	0.135
R7A2020_25910	0.193	0.155
R7A2020_25915	0.163	0.172
R7A2020_25920	0.158	0.171
R7A2020_25925	0.132	0.129
R7A2020_25930	0.155	0.121
R7A2020_25935	0.167	0.159
R7A2020_25940	0.134	0.166
R7A2020_25945	0.145	0.138
R7A2020_25950	0.150	0.128
R7A2020_25955	0.133	0.156
R7A2020_25960	0.115	0.113
R7A2020_25965	0.158	0.155
R7A2020_25970	0.142	0.142
R7A2020_25975	0.117	0.118
R7A2020_25980	0.167	0.141
R7A2020_25985	0.147	0.157
R7A2020_25990	0.120	0.137
R7A2020_25995	0.125	0.166
R7A2020_26000	0.126	0.111
R7A2020_26005	0.093	0.083
R7A2020_26010	0.141	0.118
R7A2020_26015	0.154	0.131
R7A2020_26020	0.140	0.181
R7A2020_26025	0.157	0.129
R7A2020_26030	0.176	0.168
R7A2020_26035	0.161	0.167
R7A2020_26040	0.153	0.157
R7A2020_26045	0.127	0.164
R7A2020_26050	0.156	0.150
R7A2020_26055	0.141	0.127
R7A2020_26060	0.164	0.139
R7A2020_26065	0.155	0.160
R7A2020_26070	0.167	0.149
R7A2020_26075	0.186	0.174
R7A2020_26080	0.162	0.145
R7A2020_26085	0.147	0.175
R7A2020_26090	0.121	0.137
R7A2020_26095	0.119	0.136
R7A2020_26100	0.138	0.154
R7A2020_26105	0.152	0.168
R7A2020_26110	0.176	0.174
R7A2020_26115	0.123	0.121
R7A2020_26120	0.118	0.129
R7A2020_26125	0.157	0.140
R7A2020_26130	0.136	0.138
R7A2020_26135	0.172	0.176
R7A2020_26140	0.137	0.150
R7A2020_26145	0.121	0.107
R7A2020_26150	0.120	0.135
R7A2020_26155	0.146	0.149
R7A2020_26160	0.154	0.164
R7A2020_26165	0.102	0.102
R7A2020_26170	0.121	0.118
R7A2020_26175	0.157	0.148
R7A2020_26180	0.159	0.137
R7A2020_26185	0.162	0.181
R7A2020_26190	0.146	0.142
R7A2020_26195	0.116	0.109
R7A2020_26200	0.144	0.141
R7A2020_26205	0.141	0.177
R7A2020_26210	0.160	0.149
R7A2020_26215	0.204	0.198
R7A2020_26220	0.162	0.134
R7A2020_26225	0.134	0.132
R7A2020_26230	0.126	0.137
R7A2020_26235	0.169	0.161
R7A2020_26240	0.162	0.158
R7A2020_26245	0.092	0.111
R7A2020_26250	0.140	0.118
R7A2020_26255	0.138	0.135
R7A2020_26260	0.166	0.173
R7A2020_26265	0.168	0.178
R7A2020_26270	0.141	0.153
R7A2020_26275	0.129	0.146
R7A2020_26280	0.159	0.172
R7A2020_26285	0.106	0.117
R7A2020_26290	0.095	0.088
R7A2020_26295	0.151	0.135
R7A2020_26300	0.144	0.151
R7A2020_26305	0.162	0.152
R7A2020_26310	0.146	0.169
R7A2020_26315	0.133	0.136
R7A2020_26320	0.168	0.140
R7A2020_26325	0.117	0.141
R7A2020_26330	0.139	0.140
R7A2020_26335	0.138	0.149
R7A2020_26340	0.133	0.142
R7A2020_26345	0.131	0.124
R7A2020_26350	0.140	0.145
R7A2020_26355	0.074	0.093
R7A2020_26360	0.137	0.114
R7A2020_26365	0.108	0.138
R7A2020_26370	0.093	0.097
R7A2020_26375	0.112	0.096
R7A2020_26380	0.136	0.115
R7A2020_26385	0.139	0.145
R7A2020_26390	0.143	0.152
R7A2020_26395	0.134	0.148
R7A2020_26400	0.128	0.111
R7A2020_26405	0.120	0.138
R7A2020_26410	0.163	0.143
R7A2020_26415	0.122	0.138
R7A2020_26420	0.147	0.164
R7A2020_26425	0.135	0.137
R7A2020_26430	0.096	0.094
R7A2020_26435	0.139	0.136
R7A2020_26440	0.116	0.107
R7A2020_26445	0.143	0.131
R7A2020_26450	0.110	0.093
R7A2020_26455	0.111	0.074
R7A2020_26460	0.167	0.171
R7A2020_26465	0.181	0.157
R7A2020_26470	0.161	0.140
R7A2020_26475	0.143	0.144
R7A2020_26480	0.169	0.161
R7A2020_26485	0.160	0.172
R7A2020_26490	0.160	0.169
R7A2020_26495	0.136	0.126
R7A2020_26500	0.180	0.171
R7A2020_26505	0.106	0.114
R7A2020_26510	0.130	0.178
R7A2020_26515	0.181	0.155
R7A2020_26520	0.117	0.086
R7A2020_26525	0.110	0.118
R7A2020_26530	0.120	0.152
R7A2020_26535	0.158	0.142
R7A2020_26540	0.183	0.189
R7A2020_26545	0.180	0.139
R7A2020_26550	0.078	0.074
R7A2020_26550	0.078	0.074
R7A2020_26555	0.160	0.178
R7A2020_26560	0.116	0.086
R7A2020_26565	0.147	0.147
R7A2020_26570	0.172	0.162
R7A2020_26575	0.136	0.169
R7A2020_26580	0.157	0.157
R7A2020_26585	0.136	0.154
R7A2020_26590	0.136	0.143
R7A2020_26595	0.117	0.124
R7A2020_26600	0.161	0.161
R7A2020_26605	0.132	0.146
R7A2020_26610	0.163	0.161
R7A2020_26615	0.096	0.089
R7A2020_26620	0.120	0.126
R7A2020_26625	0.133	0.163
R7A2020_26630	0.157	0.156
R7A2020_26635	0.141	0.138
R7A2020_26640	0.081	0.074
R7A2020_26645	0.145	0.143
R7A2020_26650	0.180	0.174
R7A2020_26655	0.182	0.186
R7A2020_26660	0.147	0.160
R7A2020_26665	0.145	0.136
R7A2020_26670	0.152	0.141
R7A2020_26675	0.149	0.139
R7A2020_26680	0.136	0.132
R7A2020_26685	0.135	0.130
R7A2020_26690	0.189	0.179
R7A2020_26695	0.130	0.155
R7A2020_26700	0.140	0.126
R7A2020_26705	0.150	0.166
R7A2020_26710	0.129	0.142
R7A2020_26715	0.180	0.158
R7A2020_26720	0.153	0.151
R7A2020_26725	0.164	0.156
R7A2020_26730	0.081	0.089
R7A2020_26735	0.139	0.150
R7A2020_26740	0.172	0.171
R7A2020_26745	0.134	0.152
R7A2020_26750	0.146	0.169
R7A2020_26755	0.152	0.150
R7A2020_26760	0.164	0.170
R7A2020_26765	0.129	0.115
R7A2020_26770	0.082	0.123
R7A2020_26775	0.117	0.108
R7A2020_26780	0.136	0.112
R7A2020_26785	0.135	0.123
R7A2020_26790	0.174	0.158
R7A2020_26795	0.117	0.131
R7A2020_26800	0.102	0.120
R7A2020_26805	0.005	0.003
R7A2020_26810	0.178	0.144
R7A2020_26815	0.118	0.158
R7A2020_26820	0.140	0.137
R7A2020_26825	0.151	0.184
R7A2020_26830	0.154	0.139
R7A2020_26835	0.173	0.137
R7A2020_26840	0.170	0.157
R7A2020_26845	0.165	0.152
R7A2020_26850	0.136	0.145
R7A2020_26855	0.141	0.130
R7A2020_26860	0.204	0.163
R7A2020_26865	0.126	0.060
R7A2020_26865	0.126	0.060
R7A2020_26870	0.144	0.142
R7A2020_26875	0.172	0.160
R7A2020_26880	0.079	0.077
R7A2020_26880	0.079	0.077
R7A2020_26885	0.121	0.105
R7A2020_26885	0.121	0.105
R7A2020_26890	0.000	0.000
R7A2020_26895	0.144	0.172
R7A2020_26900	0.172	0.160
R7A2020_26905	0.130	0.114
R7A2020_26910	0.162	0.173
R7A2020_26915	0.215	0.207
R7A2020_26920	0.102	0.093
R7A2020_26925	0.227	0.212
R7A2020_26930	0.184	0.193
R7A2020_26935	0.147	0.141
R7A2020_26940	0.161	0.172
R7A2020_26945	0.195	0.185
R7A2020_26950	0.170	0.135
R7A2020_26955	0.169	0.162
R7A2020_26960	0.067	0.080
R7A2020_26965	0.142	0.133
R7A2020_26970	0.161	0.153
R7A2020_26975	0.167	0.176
R7A2020_26980	0.160	0.136
R7A2020_26985	0.019	0.021
R7A2020_26990	0.147	0.162
R7A2020_26995	0.113	0.129
R7A2020_27000	0.217	0.207
R7A2020_27005	0.062	0.059
R7A2020_27010	0.163	0.156
R7A2020_27015	0.065	0.070
R7A2020_27015	0.065	0.070
R7A2020_27020	0.165	0.160
R7A2020_27025	0.155	0.127
R7A2020_27030	0.158	0.157
R7A2020_27035	0.176	0.168
R7A2020_27040	0.174	0.169
R7A2020_27045	0.148	0.141
R7A2020_27050	0.122	0.129
R7A2020_27055	0.154	0.157
R7A2020_27060	0.200	0.204
R7A2020_27065	0.137	0.162
R7A2020_27070	0.174	0.210
R7A2020_27075	0.173	0.163
R7A2020_27080	0.096	0.103
R7A2020_27085	0.128	0.139
R7A2020_27090	0.138	0.140
R7A2020_27095	0.155	0.142
R7A2020_27100	0.130	0.143
R7A2020_27105	0.134	0.140
R7A2020_27110	0.151	0.151
R7A2020_27115	0.139	0.120
R7A2020_27120	0.111	0.135
R7A2020_27125	0.099	0.122
R7A2020_27130	0.129	0.139
R7A2020_27135	0.125	0.121
R7A2020_27140	0.132	0.132
R7A2020_27145	0.137	0.128
R7A2020_27150	0.110	0.118
R7A2020_27155	0.090	0.076
R7A2020_27160	0.091	0.099
R7A2020_27165	0.095	0.094
R7A2020_27170	0.211	0.139
R7A2020_27175	0.120	0.135
R7A2020_27180	0.115	0.106
R7A2020_27185	0.149	0.132
R7A2020_27190	0.131	0.114
R7A2020_27195	0.126	0.125
R7A2020_27200	0.145	0.107
R7A2020_27205	0.136	0.136
R7A2020_27210	0.093	0.055
R7A2020_27215	0.166	0.160
R7A2020_27220	0.141	0.126
R7A2020_27225	0.163	0.155
R7A2020_27230	0.119	0.113
R7A2020_27235	0.144	0.122
R7A2020_27240	0.124	0.124
R7A2020_27245	0.143	0.130
R7A2020_27250	0.160	0.155
R7A2020_27255	0.150	0.123
R7A2020_27260	0.161	0.177
R7A2020_27265	0.119	0.132
R7A2020_27270	0.157	0.160
R7A2020_27275	0.169	0.145
R7A2020_27280	0.167	0.182
R7A2020_27285	0.166	0.149
R7A2020_27290	0.146	0.137
R7A2020_27295	0.160	0.133
R7A2020_27300	0.124	0.106
R7A2020_27305	0.139	0.139
R7A2020_27310	0.142	0.135
R7A2020_27315	0.148	0.148
R7A2020_27320	0.114	0.112
R7A2020_27325	0.159	0.159
R7A2020_27330	0.137	0.134
R7A2020_27335	0.135	0.140
R7A2020_27340	0.140	0.136
R7A2020_27345	0.139	0.149
R7A2020_27350	0.146	0.137
R7A2020_27355	0.094	0.111
R7A2020_27360	0.115	0.115
R7A2020_27365	0.089	0.107
R7A2020_27370	0.136	0.122
R7A2020_27375	0.140	0.143
R7A2020_27380	0.068	0.066
R7A2020_27385	0.139	0.137
R7A2020_27390	0.110	0.106
R7A2020_27395	0.127	0.148
R7A2020_27400	0.130	0.106
R7A2020_27405	0.120	0.109
R7A2020_27410	0.156	0.127
R7A2020_27415	0.131	0.129
R7A2020_27420	0.115	0.119
R7A2020_27425	0.102	0.095
R7A2020_27430	0.127	0.124
R7A2020_27435	0.144	0.128
R7A2020_27440	0.126	0.113
R7A2020_27445	0.132	0.124
R7A2020_27450	0.124	0.109
R7A2020_27455	0.158	0.126
R7A2020_27460	0.132	0.110
R7A2020_27465	0.127	0.112
R7A2020_27470	0.104	0.127
R7A2020_27475	0.088	0.080
R7A2020_27480	0.109	0.099
R7A2020_27485	0.125	0.102
R7A2020_27490	0.120	0.111
R7A2020_27495	0.102	0.086
R7A2020_27500	0.151	0.125
R7A2020_27505	0.099	0.111
R7A2020_27510	0.148	0.151
R7A2020_27515	0.123	0.118
R7A2020_27520	0.139	0.131
R7A2020_27525	0.172	0.153
R7A2020_27530	0.099	0.090
R7A2020_27535	0.170	0.155
R7A2020_27540	0.139	0.123
R7A2020_27545	0.147	0.141
R7A2020_27550	0.126	0.130
R7A2020_27555	0.112	0.104
R7A2020_27560	0.075	0.039
R7A2020_27560	0.075	0.039
R7A2020_27565	0.110	0.120
R7A2020_27570	0.092	0.077
R7A2020_27575	0.114	0.134
R7A2020_27580	0.090	0.045
R7A2020_27585	0.086	0.074
R7A2020_27590	0.092	0.095
R7A2020_27595	0.134	0.120
R7A2020_27600	0.187	0.163
R7A2020_27605	0.095	0.090
R7A2020_27610	0.149	0.159
R7A2020_27615	0.155	0.134
R7A2020_27620	0.128	0.150
R7A2020_27625	0.101	0.111
R7A2020_27630	0.106	0.089
R7A2020_27635	0.155	0.129
R7A2020_27640	0.145	0.131
R7A2020_27645	0.173	0.178
R7A2020_27650	0.176	0.162
R7A2020_27655	0.128	0.144
R7A2020_27660	0.148	0.133
R7A2020_27665	0.206	0.154
R7A2020_27670	0.166	0.143
R7A2020_27675	0.147	0.151
R7A2020_27680	0.170	0.157
R7A2020_27685	0.054	0.042
R7A2020_27685	0.054	0.042
R7A2020_27690	0.090	0.072
R7A2020_27695	0.004	0.008
R7A2020_27700	0.092	0.086
R7A2020_27705	0.124	0.115
R7A2020_27710	0.105	0.089
R7A2020_27715	0.118	0.118
R7A2020_27720	0.123	0.116
R7A2020_27725	0.115	0.104
R7A2020_27730	0.069	0.059
R7A2020_27735	0.130	0.132
R7A2020_27740	0.091	0.104
R7A2020_27745	0.143	0.127
R7A2020_27750	0.174	0.146
R7A2020_27755	0.165	0.166
R7A2020_27760	0.146	0.164
R7A2020_27765	0.148	0.124
R7A2020_27770	0.146	0.145
R7A2020_27775	0.176	0.207
R7A2020_27780	0.134	0.134
R7A2020_27785	0.141	0.140
R7A2020_27790	0.084	0.084
R7A2020_27795	0.134	0.145
R7A2020_27800	0.153	0.120
R7A2020_27805	0.137	0.136
R7A2020_27810	0.130	0.132
R7A2020_27815	0.120	0.104
R7A2020_27820	0.076	0.088
R7A2020_27825	0.144	0.127
R7A2020_27830	0.143	0.133
R7A2020_27835	0.149	0.154
R7A2020_27840	0.173	0.168
R7A2020_27845	0.158	0.164
R7A2020_27850	0.169	0.185
R7A2020_27855	0.148	0.153
R7A2020_27860	0.108	0.125
R7A2020_27865	0.140	0.144
R7A2020_27870	0.136	0.148
R7A2020_27875	0.146	0.136
R7A2020_27880	0.145	0.164
R7A2020_27885	0.128	0.131
R7A2020_27890	0.048	0.029
R7A2020_27895	0.070	0.105
R7A2020_27895	0.070	0.105
R7A2020_27900	0.081	0.071
R7A2020_27905	0.155	0.115
R7A2020_27910	0.108	0.107
R7A2020_27915	0.112	0.119
R7A2020_27920	0.130	0.131
R7A2020_27925	0.083	0.068
R7A2020_27930	0.136	0.111
R7A2020_27935	0.102	0.097
R7A2020_27940	0.190	0.169
R7A2020_27945	0.155	0.147
R7A2020_27950	0.092	0.104
R7A2020_27955	0.044	0.040
R7A2020_27960	0.128	0.108
R7A2020_27965	0.175	0.148
R7A2020_27970	0.138	0.110
R7A2020_27975	0.145	0.117
R7A2020_27980	0.128	0.113
R7A2020_27985	0.145	0.126
R7A2020_27990	0.159	0.146
R7A2020_27995	0.138	0.128
R7A2020_28000	0.114	0.101
R7A2020_28005	0.189	0.147
R7A2020_28010	0.114	0.118
R7A2020_28015	0.163	0.109
R7A2020_28020	0.139	0.123
