locus_tag	ins_index.NSTY	ins_index.WTTY
R7A2020_23985	0.066	0.056
R7A2020_23990	0.058	0.049
R7A2020_23995	0.071	0.078
R7A2020_24000	0.035	0.047
R7A2020_24005	0.067	0.061
R7A2020_24010	0.040	0.040
R7A2020_24015	0.029	0.050
R7A2020_24020	0.062	0.072
R7A2020_24025	0.049	0.050
R7A2020_24030	0.068	0.068
R7A2020_24035	0.052	0.068
R7A2020_24040	0.039	0.043
R7A2020_24045	0.057	0.042
R7A2020_24050	0.037	0.037
R7A2020_24055	0.016	0.014
R7A2020_24060	0.021	0.011
R7A2020_24065	0.027	0.020
R7A2020_24070	0.000	0.000
R7A2020_24075	0.028	0.030
R7A2020_24080	0.035	0.042
R7A2020_24085	0.070	0.057
R7A2020_24090	0.024	0.030
R7A2020_24095	0.051	0.057
R7A2020_24100	0.050	0.048
R7A2020_24105	0.032	0.035
R7A2020_24110	0.014	0.008
R7A2020_24115	0.056	0.071
R7A2020_24120	0.075	0.070
R7A2020_24125	0.049	0.068
R7A2020_24130	0.074	0.085
R7A2020_24135	0.086	0.065
R7A2020_24140	0.060	0.075
R7A2020_24145	0.068	0.060
R7A2020_24150	0.070	0.074
R7A2020_24155	0.070	0.091
R7A2020_24160	0.058	0.066
R7A2020_24165	0.057	0.051
R7A2020_24170	0.077	0.071
R7A2020_24175	0.062	0.059
R7A2020_24180	0.045	0.060
R7A2020_24185	0.035	0.032
R7A2020_24190	0.048	0.051
R7A2020_24195	0.067	0.054
R7A2020_24200	0.061	0.052
R7A2020_24205	0.074	0.044
R7A2020_24210	0.058	0.054
R7A2020_24215	0.075	0.069
R7A2020_24220	0.031	0.054
R7A2020_24225	0.042	0.042
R7A2020_24230	0.049	0.054
R7A2020_24235	0.058	0.064
R7A2020_24240	0.036	0.041
R7A2020_24245	0.000	0.000
R7A2020_24250	0.008	0.033
R7A2020_24250	0.008	0.033
R7A2020_24255	0.038	0.027
R7A2020_24260	0.043	0.063
R7A2020_24265	0.071	0.054
R7A2020_24270	0.043	0.051
R7A2020_24275	0.056	0.051
R7A2020_24280	0.050	0.048
R7A2020_24285	0.066	0.049
R7A2020_24290	0.029	0.029
R7A2020_24295	0.070	0.068
R7A2020_24300	0.061	0.047
R7A2020_24305	0.066	0.059
R7A2020_24310	0.005	0.003
R7A2020_24315	0.051	0.052
R7A2020_24320	0.047	0.048
R7A2020_24325	0.022	0.027
R7A2020_24325	0.022	0.027
R7A2020_24325	0.022	0.027
R7A2020_24330	0.070	0.064
R7A2020_24335	0.033	0.051
R7A2020_24340	0.050	0.064
R7A2020_24345	0.059	0.064
R7A2020_24350	0.029	0.045
R7A2020_24355	0.068	0.060
R7A2020_24360	0.048	0.051
R7A2020_24365	0.000	0.000
R7A2020_24370	0.039	0.031
R7A2020_24375	0.039	0.044
R7A2020_24380	0.042	0.036
R7A2020_24385	0.036	0.038
R7A2020_24390	0.054	0.054
R7A2020_24395	0.053	0.038
R7A2020_24400	0.039	0.057
R7A2020_24405	0.045	0.049
R7A2020_24410	0.055	0.058
R7A2020_24415	0.040	0.033
R7A2020_24420	0.035	0.030
R7A2020_24425	0.032	0.031
R7A2020_24430	0.020	0.029
R7A2020_24435	0.028	0.086
R7A2020_24440	0.023	0.036
R7A2020_24445	0.017	0.017
R7A2020_24450	0.023	0.027
R7A2020_24455	0.038	0.034
R7A2020_24460	0.027	0.041
R7A2020_24465	0.046	0.046
R7A2020_24470	0.034	0.018
R7A2020_24475	0.031	0.023
R7A2020_24475	0.031	0.023
R7A2020_24480	0.009	0.004
R7A2020_24485	0.031	0.033
R7A2020_24490	0.019	0.002
R7A2020_24490	0.019	0.002
R7A2020_24495	0.041	0.032
R7A2020_24500	0.045	0.041
R7A2020_24505	0.062	0.046
R7A2020_24510	0.057	0.066
R7A2020_24515	0.047	0.045
R7A2020_24520	0.071	0.071
R7A2020_24525	0.063	0.061
R7A2020_24530	0.057	0.051
R7A2020_24535	0.063	0.052
R7A2020_24540	0.061	0.069
R7A2020_24545	0.054	0.042
R7A2020_24550	0.077	0.066
R7A2020_24555	0.023	0.046
R7A2020_24560	0.066	0.063
R7A2020_24565	0.033	0.040
R7A2020_24570	0.071	0.057
R7A2020_24575	0.037	0.054
R7A2020_24580	0.031	0.046
R7A2020_24585	0.047	0.035
R7A2020_24590	0.042	0.043
R7A2020_24595	0.003	0.003
R7A2020_24600	0.000	0.002
R7A2020_24605	0.064	0.061
R7A2020_24610	0.061	0.066
R7A2020_24615	0.000	0.000
R7A2020_24620	0.037	0.029
R7A2020_24625	0.039	0.040
R7A2020_24630	0.000	0.000
R7A2020_24635	0.053	0.068
R7A2020_24640	0.051	0.033
R7A2020_24645	0.005	0.005
R7A2020_24650	0.033	0.033
R7A2020_24655	0.041	0.036
R7A2020_24660	0.029	0.032
R7A2020_24665	0.047	0.034
R7A2020_24670	0.044	0.034
R7A2020_24675	0.002	0.004
R7A2020_24680	0.000	0.000
R7A2020_24685	0.000	0.000
R7A2020_24690	0.026	0.031
R7A2020_24695	0.039	0.024
R7A2020_24700	0.045	0.048
R7A2020_24705	0.027	0.025
R7A2020_24710	0.030	0.043
R7A2020_24715	0.057	0.028
R7A2020_24720	0.016	0.020
R7A2020_24725	0.016	0.026
R7A2020_24730	0.023	0.034
R7A2020_24735	0.008	0.008
R7A2020_24740	0.058	0.057
R7A2020_24745	0.085	0.051
R7A2020_24750	0.059	0.043
R7A2020_24755	0.039	0.056
R7A2020_24760	0.055	0.048
R7A2020_24765	0.057	0.050
R7A2020_24770	0.043	0.052
R7A2020_24775	0.062	0.050
R7A2020_24780	0.044	0.036
R7A2020_24785	0.000	0.001
R7A2020_24790	0.038	0.056
R7A2020_24795	0.044	0.022
R7A2020_24800	0.028	0.014
R7A2020_24805	0.046	0.047
R7A2020_24810	0.023	0.024
R7A2020_24815	0.063	0.064
R7A2020_24820	0.017	0.017
R7A2020_24820	0.017	0.017
R7A2020_24825	0.068	0.076
R7A2020_24830	0.067	0.078
R7A2020_24835	0.067	0.062
R7A2020_24840	0.037	0.036
R7A2020_24845	0.032	0.054
R7A2020_24850	0.052	0.038
R7A2020_24855	0.000	0.000
R7A2020_24860	0.039	0.035
R7A2020_24865	0.053	0.048
R7A2020_24870	0.011	0.030
R7A2020_24870	0.011	0.030
R7A2020_24875	0.047	0.064
R7A2020_24880	0.056	0.056
R7A2020_24885	0.034	0.074
R7A2020_24890	0.055	0.073
R7A2020_24895	0.051	0.062
R7A2020_24900	0.031	0.046
R7A2020_24905	0.050	0.052
R7A2020_24910	0.000	0.001
R7A2020_24915	0.033	0.023
R7A2020_24920	0.047	0.055
R7A2020_24925	0.001	0.000
R7A2020_24930	0.056	0.041
R7A2020_24935	0.057	0.057
R7A2020_24940	0.028	0.035
R7A2020_24945	0.000	0.000
R7A2020_24950	0.000	0.000
R7A2020_24955	0.053	0.048
R7A2020_24960	0.066	0.056
R7A2020_24965	0.070	0.059
R7A2020_24970	0.071	0.075
R7A2020_24975	0.053	0.091
R7A2020_24980	0.000	0.000
R7A2020_24985	0.047	0.047
R7A2020_24990	0.066	0.056
R7A2020_24995	0.059	0.044
R7A2020_25000	0.050	0.025
R7A2020_25005	0.000	0.000
R7A2020_25010	0.045	0.056
R7A2020_25015	0.052	0.055
R7A2020_25020	0.033	0.027
R7A2020_25025	0.033	0.045
R7A2020_25030	0.056	0.057
R7A2020_25035	0.005	0.007
R7A2020_25040	0.002	0.006
R7A2020_25045	0.000	0.000
R7A2020_25050	0.000	0.000
R7A2020_25055	0.020	0.026
R7A2020_25060	0.049	0.047
R7A2020_25065	0.080	0.082
R7A2020_25070	0.070	0.054
R7A2020_25075	0.000	0.000
R7A2020_25080	0.039	0.039
R7A2020_25085	0.043	0.036
R7A2020_25090	0.042	0.050
R7A2020_25095	0.054	0.046
R7A2020_25100	0.058	0.053
R7A2020_25105	0.058	0.055
R7A2020_25110	0.057	0.052
R7A2020_25115	0.074	0.081
R7A2020_25120	0.040	0.064
R7A2020_25125	0.060	0.070
R7A2020_25130	0.050	0.057
R7A2020_25135	0.045	0.030
R7A2020_25140	0.041	0.036
R7A2020_25145	0.042	0.033
R7A2020_25150	0.036	0.052
R7A2020_25155	0.033	0.069
R7A2020_25160	0.052	0.068
R7A2020_25165	0.047	0.047
R7A2020_25170	0.034	0.023
R7A2020_25175	0.051	0.055
R7A2020_25180	0.052	0.041
R7A2020_25185	0.043	0.034
R7A2020_25190	0.048	0.053
R7A2020_25195	0.047	0.043
R7A2020_25200	0.058	0.055
R7A2020_25205	0.058	0.056
R7A2020_25210	0.042	0.042
R7A2020_25215	0.073	0.068
R7A2020_25220	0.062	0.054
R7A2020_25225	0.034	0.058
R7A2020_25230	0.048	0.053
R7A2020_25235	0.022	0.012
R7A2020_25235	0.022	0.012
R7A2020_25235	0.022	0.012
R7A2020_25240	0.047	0.051
R7A2020_25245	0.047	0.051
R7A2020_25250	0.059	0.056
R7A2020_25255	0.041	0.045
R7A2020_25260	0.046	0.044
R7A2020_25265	0.061	0.046
R7A2020_25270	0.037	0.046
R7A2020_25275	0.044	0.062
R7A2020_25280	0.038	0.045
R7A2020_25285	0.052	0.047
R7A2020_25290	0.055	0.066
R7A2020_25295	0.035	0.046
R7A2020_25300	0.033	0.052
R7A2020_25305	0.056	0.040
R7A2020_25310	0.011	0.009
R7A2020_25315	0.006	0.002
R7A2020_25320	0.031	0.023
R7A2020_25325	0.024	0.019
R7A2020_25330	0.022	0.029
R7A2020_25330	0.022	0.029
R7A2020_25335	0.060	0.074
R7A2020_25340	0.048	0.052
R7A2020_25345	0.060	0.045
R7A2020_25350	0.040	0.051
R7A2020_25355	0.047	0.051
R7A2020_25360	0.047	0.042
R7A2020_25365	0.030	0.046
R7A2020_25370	0.043	0.046
R7A2020_25375	0.043	0.054
R7A2020_25380	0.039	0.075
R7A2020_25385	0.047	0.045
R7A2020_25390	0.065	0.065
R7A2020_25395	0.062	0.074
R7A2020_25400	0.043	0.065
R7A2020_25405	0.046	0.051
R7A2020_25410	0.044	0.043
R7A2020_25415	0.032	0.064
R7A2020_25420	0.042	0.039
R7A2020_25425	0.022	0.022
R7A2020_25430	0.034	0.035
R7A2020_25435	0.035	0.051
R7A2020_25440	0.044	0.045
R7A2020_25445	0.034	0.038
R7A2020_25450	0.049	0.057
R7A2020_25455	0.053	0.049
R7A2020_25460	0.041	0.044
R7A2020_25465	0.048	0.064
R7A2020_25470	0.043	0.040
R7A2020_25475	0.050	0.057
R7A2020_25480	0.040	0.056
R7A2020_25485	0.025	0.035
R7A2020_25490	0.076	0.075
R7A2020_25495	0.055	0.046
R7A2020_25500	0.051	0.049
R7A2020_25505	0.054	0.051
R7A2020_25510	0.034	0.046
R7A2020_25515	0.054	0.057
R7A2020_25520	0.034	0.059
R7A2020_25525	0.056	0.071
R7A2020_25530	0.041	0.039
R7A2020_25535	0.066	0.051
R7A2020_25540	0.035	0.037
R7A2020_25545	0.031	0.040
R7A2020_25550	0.042	0.050
R7A2020_25555	0.042	0.029
R7A2020_25560	0.046	0.057
R7A2020_25565	0.040	0.040
R7A2020_25570	0.029	0.055
R7A2020_25575	0.054	0.052
R7A2020_25580	0.033	0.044
R7A2020_25585	0.045	0.046
R7A2020_25590	0.036	0.058
R7A2020_25595	0.051	0.051
R7A2020_25600	0.059	0.056
R7A2020_25605	0.052	0.039
R7A2020_25610	0.030	0.036
R7A2020_25615	0.032	0.053
R7A2020_25620	0.055	0.052
R7A2020_25625	0.024	0.030
R7A2020_25630	0.045	0.048
R7A2020_25635	0.049	0.053
R7A2020_25640	0.039	0.039
R7A2020_25645	0.051	0.046
R7A2020_25650	0.046	0.045
R7A2020_25655	0.051	0.056
R7A2020_25660	0.049	0.061
R7A2020_25665	0.050	0.053
R7A2020_25670	0.050	0.063
R7A2020_25675	0.043	0.050
R7A2020_25680	0.053	0.045
R7A2020_25685	0.026	0.049
R7A2020_25690	0.047	0.065
R7A2020_25695	0.051	0.052
R7A2020_25700	0.049	0.045
R7A2020_25705	0.064	0.056
R7A2020_25710	0.054	0.053
R7A2020_25715	0.032	0.048
R7A2020_25720	0.051	0.055
R7A2020_25725	0.075	0.066
R7A2020_25730	0.057	0.064
R7A2020_25735	0.046	0.059
R7A2020_25740	0.059	0.075
R7A2020_25745	0.049	0.055
R7A2020_25750	0.042	0.056
R7A2020_25755	0.022	0.047
R7A2020_25760	0.034	0.047
R7A2020_25765	0.040	0.042
R7A2020_25770	0.035	0.042
R7A2020_25775	0.054	0.059
R7A2020_25780	0.041	0.062
R7A2020_25785	0.038	0.038
R7A2020_25790	0.062	0.047
R7A2020_25795	0.035	0.044
R7A2020_25800	0.036	0.040
R7A2020_25805	0.038	0.042
R7A2020_25810	0.056	0.041
R7A2020_25815	0.034	0.041
R7A2020_25820	0.035	0.049
R7A2020_25825	0.043	0.053
R7A2020_25830	0.054	0.057
R7A2020_25835	0.039	0.049
R7A2020_25840	0.048	0.055
R7A2020_25845	0.035	0.041
R7A2020_25850	0.042	0.042
R7A2020_25855	0.052	0.042
R7A2020_25860	0.051	0.058
R7A2020_25865	0.056	0.056
R7A2020_25870	0.056	0.050
R7A2020_25875	0.055	0.052
R7A2020_25880	0.038	0.057
R7A2020_25885	0.059	0.042
R7A2020_25890	0.046	0.043
R7A2020_25895	0.054	0.049
R7A2020_25900	0.040	0.050
R7A2020_25905	0.043	0.047
R7A2020_25910	0.060	0.039
R7A2020_25915	0.063	0.056
R7A2020_25920	0.045	0.055
R7A2020_25925	0.040	0.040
R7A2020_25930	0.043	0.030
R7A2020_25935	0.054	0.058
R7A2020_25940	0.039	0.053
R7A2020_25945	0.033	0.049
R7A2020_25950	0.046	0.040
R7A2020_25955	0.035	0.065
R7A2020_25960	0.040	0.045
R7A2020_25965	0.041	0.057
R7A2020_25970	0.044	0.040
R7A2020_25975	0.038	0.050
R7A2020_25980	0.065	0.065
R7A2020_25985	0.035	0.052
R7A2020_25990	0.040	0.042
R7A2020_25995	0.038	0.043
R7A2020_26000	0.043	0.041
R7A2020_26005	0.026	0.046
R7A2020_26010	0.053	0.046
R7A2020_26015	0.053	0.034
R7A2020_26020	0.044	0.075
R7A2020_26025	0.044	0.039
R7A2020_26030	0.052	0.066
R7A2020_26035	0.054	0.067
R7A2020_26040	0.044	0.051
R7A2020_26045	0.029	0.063
R7A2020_26050	0.050	0.051
R7A2020_26055	0.051	0.039
R7A2020_26060	0.057	0.061
R7A2020_26065	0.048	0.046
R7A2020_26070	0.050	0.052
R7A2020_26075	0.073	0.064
R7A2020_26080	0.044	0.056
R7A2020_26085	0.044	0.036
R7A2020_26090	0.040	0.046
R7A2020_26095	0.049	0.051
R7A2020_26100	0.051	0.051
R7A2020_26105	0.046	0.056
R7A2020_26110	0.059	0.062
R7A2020_26115	0.024	0.054
R7A2020_26120	0.037	0.051
R7A2020_26125	0.058	0.051
R7A2020_26130	0.045	0.060
R7A2020_26135	0.051	0.063
R7A2020_26140	0.049	0.065
R7A2020_26145	0.025	0.036
R7A2020_26150	0.035	0.047
R7A2020_26155	0.044	0.042
R7A2020_26160	0.052	0.073
R7A2020_26165	0.030	0.044
R7A2020_26170	0.027	0.039
R7A2020_26175	0.042	0.057
R7A2020_26180	0.043	0.047
R7A2020_26185	0.048	0.060
R7A2020_26190	0.047	0.044
R7A2020_26195	0.053	0.055
R7A2020_26200	0.048	0.046
R7A2020_26205	0.046	0.054
R7A2020_26210	0.058	0.058
R7A2020_26215	0.054	0.064
R7A2020_26220	0.048	0.048
R7A2020_26225	0.045	0.050
R7A2020_26230	0.038	0.059
R7A2020_26235	0.046	0.047
R7A2020_26240	0.045	0.052
R7A2020_26245	0.032	0.045
R7A2020_26250	0.039	0.049
R7A2020_26255	0.042	0.054
R7A2020_26260	0.058	0.058
R7A2020_26265	0.050	0.065
R7A2020_26270	0.057	0.054
R7A2020_26275	0.048	0.048
R7A2020_26280	0.040	0.050
R7A2020_26285	0.040	0.045
R7A2020_26290	0.030	0.034
R7A2020_26295	0.047	0.036
R7A2020_26300	0.048	0.051
R7A2020_26305	0.042	0.061
R7A2020_26310	0.045	0.051
R7A2020_26315	0.032	0.050
R7A2020_26320	0.034	0.022
R7A2020_26325	0.063	0.055
R7A2020_26330	0.046	0.046
R7A2020_26335	0.049	0.058
R7A2020_26340	0.054	0.045
R7A2020_26345	0.049	0.031
R7A2020_26350	0.047	0.067
R7A2020_26355	0.023	0.037
R7A2020_26360	0.045	0.032
R7A2020_26365	0.034	0.061
R7A2020_26370	0.043	0.039
R7A2020_26375	0.043	0.042
R7A2020_26380	0.039	0.038
R7A2020_26385	0.056	0.065
R7A2020_26390	0.051	0.060
R7A2020_26395	0.042	0.065
R7A2020_26400	0.042	0.049
R7A2020_26405	0.043	0.050
R7A2020_26410	0.055	0.060
R7A2020_26415	0.031	0.057
R7A2020_26420	0.044	0.073
R7A2020_26425	0.042	0.047
R7A2020_26430	0.018	0.038
R7A2020_26435	0.051	0.053
R7A2020_26440	0.040	0.047
R7A2020_26445	0.038	0.048
R7A2020_26450	0.041	0.040
R7A2020_26455	0.065	0.037
R7A2020_26460	0.052	0.069
R7A2020_26465	0.043	0.050
R7A2020_26470	0.051	0.061
R7A2020_26475	0.059	0.060
R7A2020_26480	0.039	0.064
R7A2020_26485	0.053	0.070
R7A2020_26490	0.051	0.064
R7A2020_26495	0.045	0.045
R7A2020_26500	0.051	0.056
R7A2020_26505	0.035	0.055
R7A2020_26510	0.034	0.065
R7A2020_26515	0.064	0.063
R7A2020_26520	0.047	0.031
R7A2020_26525	0.036	0.030
R7A2020_26530	0.055	0.060
R7A2020_26535	0.049	0.055
R7A2020_26540	0.059	0.079
R7A2020_26545	0.084	0.069
R7A2020_26550	0.008	0.037
R7A2020_26550	0.008	0.037
R7A2020_26555	0.056	0.052
R7A2020_26560	0.043	0.047
R7A2020_26565	0.049	0.052
R7A2020_26570	0.060	0.065
R7A2020_26575	0.040	0.073
R7A2020_26580	0.059	0.063
R7A2020_26585	0.046	0.068
R7A2020_26590	0.042	0.046
R7A2020_26595	0.032	0.043
R7A2020_26600	0.056	0.054
R7A2020_26605	0.034	0.049
R7A2020_26610	0.056	0.056
R7A2020_26615	0.031	0.033
R7A2020_26620	0.047	0.055
R7A2020_26625	0.051	0.066
R7A2020_26630	0.057	0.062
R7A2020_26635	0.048	0.053
R7A2020_26640	0.027	0.034
R7A2020_26645	0.051	0.040
R7A2020_26650	0.051	0.060
R7A2020_26655	0.054	0.070
R7A2020_26660	0.047	0.054
R7A2020_26665	0.050	0.051
R7A2020_26670	0.051	0.052
R7A2020_26675	0.046	0.050
R7A2020_26680	0.049	0.054
R7A2020_26685	0.044	0.046
R7A2020_26690	0.076	0.053
R7A2020_26695	0.052	0.062
R7A2020_26700	0.034	0.046
R7A2020_26705	0.034	0.058
R7A2020_26710	0.035	0.052
R7A2020_26715	0.067	0.068
R7A2020_26720	0.047	0.049
R7A2020_26725	0.050	0.056
R7A2020_26730	0.023	0.028
R7A2020_26735	0.039	0.051
R7A2020_26740	0.065	0.065
R7A2020_26745	0.039	0.065
R7A2020_26750	0.045	0.057
R7A2020_26755	0.037	0.060
R7A2020_26760	0.058	0.060
R7A2020_26765	0.042	0.043
R7A2020_26770	0.041	0.064
R7A2020_26775	0.044	0.041
R7A2020_26780	0.047	0.048
R7A2020_26785	0.044	0.036
R7A2020_26790	0.048	0.064
R7A2020_26795	0.049	0.053
R7A2020_26800	0.032	0.032
R7A2020_26805	0.000	0.002
R7A2020_26810	0.046	0.046
R7A2020_26815	0.040	0.048
R7A2020_26820	0.050	0.048
R7A2020_26825	0.048	0.079
R7A2020_26830	0.041	0.051
R7A2020_26835	0.052	0.031
R7A2020_26840	0.051	0.054
R7A2020_26845	0.059	0.053
R7A2020_26850	0.067	0.065
R7A2020_26855	0.048	0.045
R7A2020_26860	0.075	0.053
R7A2020_26865	0.049	0.044
R7A2020_26865	0.049	0.044
R7A2020_26870	0.058	0.054
R7A2020_26875	0.063	0.062
R7A2020_26880	0.007	0.003
R7A2020_26880	0.007	0.003
R7A2020_26885	0.006	0.002
R7A2020_26885	0.006	0.002
R7A2020_26890	0.000	0.000
R7A2020_26895	0.042	0.056
R7A2020_26900	0.072	0.039
R7A2020_26905	0.057	0.046
R7A2020_26910	0.055	0.061
R7A2020_26915	0.064	0.064
R7A2020_26920	0.043	0.036
R7A2020_26925	0.075	0.074
R7A2020_26930	0.057	0.061
R7A2020_26935	0.040	0.042
R7A2020_26940	0.042	0.051
R7A2020_26945	0.060	0.058
R7A2020_26950	0.056	0.047
R7A2020_26955	0.054	0.053
R7A2020_26960	0.018	0.029
R7A2020_26965	0.042	0.058
R7A2020_26970	0.045	0.054
R7A2020_26975	0.060	0.071
R7A2020_26980	0.051	0.058
R7A2020_26985	0.007	0.004
R7A2020_26990	0.048	0.053
R7A2020_26995	0.028	0.048
R7A2020_27000	0.076	0.072
R7A2020_27005	0.014	0.017
R7A2020_27010	0.036	0.058
R7A2020_27015	0.005	0.028
R7A2020_27015	0.005	0.028
R7A2020_27020	0.044	0.049
R7A2020_27025	0.043	0.045
R7A2020_27030	0.053	0.056
R7A2020_27035	0.059	0.051
R7A2020_27040	0.047	0.055
R7A2020_27045	0.042	0.049
R7A2020_27050	0.045	0.050
R7A2020_27055	0.052	0.053
R7A2020_27060	0.065	0.060
R7A2020_27065	0.055	0.047
R7A2020_27070	0.085	0.075
R7A2020_27075	0.058	0.060
R7A2020_27080	0.036	0.036
R7A2020_27085	0.053	0.044
R7A2020_27090	0.049	0.044
R7A2020_27095	0.036	0.047
R7A2020_27100	0.047	0.055
R7A2020_27105	0.047	0.064
R7A2020_27110	0.021	0.049
R7A2020_27115	0.050	0.052
R7A2020_27120	0.035	0.047
R7A2020_27125	0.034	0.046
R7A2020_27130	0.040	0.049
R7A2020_27135	0.040	0.026
R7A2020_27140	0.045	0.050
R7A2020_27145	0.036	0.053
R7A2020_27150	0.048	0.048
R7A2020_27155	0.022	0.020
R7A2020_27160	0.029	0.040
R7A2020_27165	0.026	0.033
R7A2020_27170	0.043	0.031
R7A2020_27175	0.034	0.047
R7A2020_27180	0.032	0.030
R7A2020_27185	0.043	0.039
R7A2020_27190	0.028	0.038
R7A2020_27195	0.038	0.048
R7A2020_27200	0.045	0.031
R7A2020_27205	0.051	0.057
R7A2020_27210	0.033	0.022
R7A2020_27215	0.040	0.059
R7A2020_27220	0.043	0.033
R7A2020_27225	0.028	0.045
R7A2020_27230	0.038	0.040
R7A2020_27235	0.031	0.047
R7A2020_27240	0.040	0.040
R7A2020_27245	0.040	0.050
R7A2020_27250	0.037	0.051
R7A2020_27255	0.045	0.061
R7A2020_27260	0.057	0.059
R7A2020_27265	0.036	0.055
R7A2020_27270	0.058	0.049
R7A2020_27275	0.053	0.054
R7A2020_27280	0.053	0.054
R7A2020_27285	0.054	0.046
R7A2020_27290	0.061	0.060
R7A2020_27295	0.051	0.049
R7A2020_27300	0.041	0.042
R7A2020_27305	0.046	0.046
R7A2020_27310	0.043	0.049
R7A2020_27315	0.047	0.049
R7A2020_27320	0.032	0.031
R7A2020_27325	0.041	0.064
R7A2020_27330	0.055	0.047
R7A2020_27335	0.043	0.052
R7A2020_27340	0.051	0.054
R7A2020_27345	0.039	0.053
R7A2020_27350	0.060	0.052
R7A2020_27355	0.026	0.042
R7A2020_27360	0.031	0.036
R7A2020_27365	0.024	0.036
R7A2020_27370	0.044	0.056
R7A2020_27375	0.046	0.049
R7A2020_27380	0.014	0.023
R7A2020_27385	0.045	0.056
R7A2020_27390	0.049	0.052
R7A2020_27395	0.051	0.051
R7A2020_27400	0.049	0.052
R7A2020_27405	0.056	0.045
R7A2020_27410	0.048	0.044
R7A2020_27415	0.040	0.030
R7A2020_27420	0.042	0.047
R7A2020_27425	0.037	0.040
R7A2020_27430	0.057	0.049
R7A2020_27435	0.046	0.046
R7A2020_27440	0.046	0.034
R7A2020_27445	0.044	0.052
R7A2020_27450	0.044	0.041
R7A2020_27455	0.060	0.041
R7A2020_27460	0.054	0.042
R7A2020_27465	0.049	0.037
R7A2020_27470	0.046	0.059
R7A2020_27475	0.033	0.021
R7A2020_27480	0.043	0.037
R7A2020_27485	0.045	0.048
R7A2020_27490	0.051	0.042
R7A2020_27495	0.039	0.037
R7A2020_27500	0.050	0.052
R7A2020_27505	0.032	0.040
R7A2020_27510	0.053	0.053
R7A2020_27515	0.040	0.046
R7A2020_27520	0.044	0.048
R7A2020_27525	0.062	0.065
R7A2020_27530	0.018	0.023
R7A2020_27535	0.066	0.060
R7A2020_27540	0.055	0.051
R7A2020_27545	0.036	0.045
R7A2020_27550	0.034	0.053
R7A2020_27555	0.051	0.032
R7A2020_27560	0.039	0.018
R7A2020_27560	0.039	0.018
R7A2020_27565	0.047	0.041
R7A2020_27570	0.034	0.040
R7A2020_27575	0.037	0.077
R7A2020_27580	0.023	0.009
R7A2020_27585	0.036	0.033
R7A2020_27590	0.042	0.039
R7A2020_27595	0.057	0.052
R7A2020_27600	0.053	0.059
R7A2020_27605	0.042	0.025
R7A2020_27610	0.052	0.059
R7A2020_27615	0.055	0.049
R7A2020_27620	0.038	0.043
R7A2020_27625	0.038	0.050
R7A2020_27630	0.037	0.041
R7A2020_27635	0.054	0.054
R7A2020_27640	0.053	0.058
R7A2020_27645	0.061	0.067
R7A2020_27650	0.059	0.064
R7A2020_27655	0.042	0.045
R7A2020_27660	0.054	0.055
R7A2020_27665	0.074	0.061
R7A2020_27670	0.055	0.055
R7A2020_27675	0.048	0.059
R7A2020_27680	0.066	0.059
R7A2020_27685	0.014	0.034
R7A2020_27685	0.014	0.034
R7A2020_27690	0.041	0.036
R7A2020_27695	0.000	0.000
R7A2020_27700	0.027	0.035
R7A2020_27705	0.043	0.033
R7A2020_27710	0.043	0.043
R7A2020_27715	0.042	0.057
R7A2020_27720	0.043	0.049
R7A2020_27725	0.023	0.050
R7A2020_27730	0.014	0.041
R7A2020_27735	0.040	0.056
R7A2020_27740	0.025	0.038
R7A2020_27745	0.039	0.044
R7A2020_27750	0.049	0.066
R7A2020_27755	0.061	0.055
R7A2020_27760	0.039	0.045
R7A2020_27765	0.050	0.065
R7A2020_27770	0.051	0.063
R7A2020_27775	0.068	0.068
R7A2020_27780	0.055	0.041
R7A2020_27785	0.054	0.064
R7A2020_27790	0.026	0.021
R7A2020_27795	0.050	0.054
R7A2020_27800	0.044	0.047
R7A2020_27805	0.060	0.055
R7A2020_27810	0.044	0.056
R7A2020_27815	0.020	0.036
R7A2020_27820	0.014	0.044
R7A2020_27825	0.052	0.045
R7A2020_27830	0.042	0.037
R7A2020_27835	0.058	0.062
R7A2020_27840	0.071	0.068
R7A2020_27845	0.051	0.058
R7A2020_27850	0.046	0.041
R7A2020_27855	0.056	0.059
R7A2020_27860	0.045	0.065
R7A2020_27865	0.057	0.061
R7A2020_27870	0.038	0.055
R7A2020_27875	0.047	0.045
R7A2020_27880	0.043	0.049
R7A2020_27885	0.040	0.050
R7A2020_27890	0.010	0.029
R7A2020_27895	0.000	0.047
R7A2020_27895	0.000	0.047
R7A2020_27900	0.033	0.033
R7A2020_27905	0.056	0.048
R7A2020_27910	0.041	0.043
R7A2020_27915	0.046	0.049
R7A2020_27920	0.043	0.058
R7A2020_27925	0.033	0.037
R7A2020_27930	0.045	0.033
R7A2020_27935	0.038	0.039
R7A2020_27940	0.074	0.067
R7A2020_27945	0.060	0.060
R7A2020_27950	0.037	0.048
R7A2020_27955	0.017	0.021
R7A2020_27960	0.056	0.055
R7A2020_27965	0.050	0.059
R7A2020_27970	0.045	0.047
R7A2020_27975	0.055	0.044
R7A2020_27980	0.052	0.036
R7A2020_27985	0.057	0.054
R7A2020_27990	0.053	0.046
R7A2020_27995	0.069	0.045
R7A2020_28000	0.046	0.041
